Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2006","2006","gigagrams","662584.4326","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2007","2007","gigagrams","679902.3369","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2008","2008","gigagrams","687490.5759","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2009","2009","gigagrams","681792.9071","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2010","2010","gigagrams","691650.2447","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2011","2011","gigagrams","701901.1369","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2012","2012","gigagrams","695996.4184","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2013","2013","gigagrams","698355.3882","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2014","2014","gigagrams","699799.8215","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2015","2015","gigagrams","700104.4878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2016","2016","gigagrams","704157.4471","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","723114","Emissions (CO2eq) (AR4)","1711","Agriculture total","2017","2017","gigagrams","709859.3281","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2000","2000","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2001","2001","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2002","2002","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2003","2003","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2004","2004","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2005","2005","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2006","2006","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2007","2007","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2008","2008","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2009","2009","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2010","2010","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2011","2011","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2012","2012","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2013","2013","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2014","2014","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2015","2015","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2016","2016","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7273","CO2 emissions","1711","Agriculture total","2017","2017","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2000","2000","gigagrams","18257.9465","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2001","2001","gigagrams","18335.8484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2002","2002","gigagrams","17974.9313","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2003","2003","gigagrams","18193.064","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2004","2004","gigagrams","18366.9641","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2005","2005","gigagrams","18803.6424","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2006","2006","gigagrams","19061.4952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2007","2007","gigagrams","19438.8777","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2008","2008","gigagrams","19617.3842","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2009","2009","gigagrams","19251.4825","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2010","2010","gigagrams","19369.4528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2011","2011","gigagrams","19504.819","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2012","2012","gigagrams","19382.9597","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2013","2013","gigagrams","19504.045","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2014","2014","gigagrams","19508.1434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2015","2015","gigagrams","19441.0365","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2016","2016","gigagrams","19653.2696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7225","CH4 emissions","1711","Agriculture total","2017","2017","gigagrams","19779.0609","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2000","2000","gigagrams","541.9174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2001","2001","gigagrams","552.6202","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2002","2002","gigagrams","529.287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2003","2003","gigagrams","550.4651","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2004","2004","gigagrams","568.5567","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2005","2005","gigagrams","596.5133","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2006","2006","gigagrams","624.319","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2007","2007","gigagrams","650.7731","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2008","2008","gigagrams","661.2616","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2009","2009","gigagrams","672.8384","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2010","2010","gigagrams","696.0199","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2011","2011","gigagrams","719.0626","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2012","2012","gigagrams","709.4712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2013","2013","gigagrams","707.2291","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2014","2014","gigagrams","711.7323","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2015","2015","gigagrams","718.3845","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2016","2016","gigagrams","714.1802","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7230","N2O emissions","1711","Agriculture total","2017","2017","gigagrams","722.7611","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2000","2000","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2001","2001","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2002","2002","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2003","2003","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2004","2004","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2005","2005","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2006","2006","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2007","2007","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2008","2008","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2009","2009","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2010","2010","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2011","2011","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2012","2012","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2013","2013","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2014","2014","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2015","2015","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2016","2016","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","7274","F-gases emissions","1711","Agriculture total","2017","2017","gigagrams","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2000","2000","%","0.3685","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2001","2001","%","0.3674","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2002","2002","%","0.3461","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2003","2003","%","0.4069","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2004","2004","%","0.4443","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2005","2005","%","0.37","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2006","2006","%","0.3811","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2007","2007","%","0.3452","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2008","2008","%","0.3153","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2009","2009","%","0.3819","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2010","2010","%","0.4148","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2011","2011","%","0.2819","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2012","2012","%","0.2933","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2013","2013","%","0.2872","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2014","2014","%","0.2861","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2015","2015","%","0.2422","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2016","2016","%","0.2633","Fc","Calculated data"
"EM","Emissions shares","100","India","726312","Share of total emissions (SAR)","6822","Agricultural land use","2017","2017","%","0.2564","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2000","2000","%","0.345","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2001","2001","%","0.3441","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2002","2002","%","0.3211","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2003","2003","%","0.3898","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2004","2004","%","0.4341","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2005","2005","%","0.3555","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2006","2006","%","0.3709","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2007","2007","%","0.3345","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2008","2008","%","0.3061","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2009","2009","%","0.3843","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2010","2010","%","0.4206","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2011","2011","%","0.2755","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2012","2012","%","0.2914","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2013","2013","%","0.2847","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2014","2014","%","0.2867","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2015","2015","%","0.2385","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2016","2016","%","0.2625","Fc","Calculated data"
"EM","Emissions shares","100","India","726313","Share of total emissions (AR5)","6822","Agricultural land use","2017","2017","%","0.2558","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2000","2000","%","0.3532","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2001","2001","%","0.3522","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2002","2002","%","0.3299","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2003","2003","%","0.3958","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2004","2004","%","0.4376","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2005","2005","%","0.3606","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2006","2006","%","0.3745","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2007","2007","%","0.3382","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2008","2008","%","0.3092","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2009","2009","%","0.3835","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2010","2010","%","0.4185","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2011","2011","%","0.2775","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2012","2012","%","0.2919","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2013","2013","%","0.2854","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2014","2014","%","0.2864","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2015","2015","%","0.2397","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2016","2016","%","0.2627","Fc","Calculated data"
"EM","Emissions shares","100","India","726314","Share of total emissions (AR4)","6822","Agricultural land use","2017","2017","%","0.2559","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2000","2000","%","0.5753","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2001","2001","%","0.5733","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2002","2002","%","0.5656","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2003","2003","%","0.5454","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2004","2004","%","0.5147","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2005","2005","%","0.488","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2006","2006","%","0.4584","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2007","2007","%","0.4307","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2008","2008","%","0.3863","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2009","2009","%","0.3498","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2010","2010","%","0.3546","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2011","2011","%","0.3329","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2012","2012","%","0.3042","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2013","2013","%","0.303","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2014","2014","%","0.277","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2015","2015","%","0.2679","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2016","2016","%","0.2661","Fc","Calculated data"
"EM","Emissions shares","100","India","7264","Share of total CO2 emissions","6822","Agricultural land use","2017","2017","%","0.2577","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2000","2000","%","0.0786","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2001","2001","%","0.0813","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2002","2002","%","0.0356","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2003","2003","%","0.2012","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2004","2004","%","0.3305","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2005","2005","%","0.1852","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2006","2006","%","0.2523","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2007","2007","%","0.2039","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2008","2008","%","0.1863","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2009","2009","%","0.4384","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2010","2010","%","0.5261","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2011","2011","%","0.1824","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2012","2012","%","0.2708","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2013","2013","%","0.2536","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2014","2014","%","0.3085","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2015","2015","%","0.1815","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2016","2016","%","0.2584","Fc","Calculated data"
"EM","Emissions shares","100","India","7265","Share of total CH4 emissions","6822","Agricultural land use","2017","2017","%","0.2554","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2000","2000","%","0.0952","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2001","2001","%","0.0986","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2002","2002","%","0.0446","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2003","2003","%","0.2464","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2004","2004","%","0.3957","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2005","2005","%","0.2183","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2006","2006","%","0.2908","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2007","2007","%","0.2301","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2008","2008","%","0.2092","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2009","2009","%","0.4858","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2010","2010","%","0.5661","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2011","2011","%","0.1909","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2012","2012","%","0.2858","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2013","2013","%","0.271","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2014","2014","%","0.3275","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2015","2015","%","0.1923","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2016","2016","%","0.2723","Fc","Calculated data"
"EM","Emissions shares","100","India","7266","Share of total N2O emissions","6822","Agricultural land use","2017","2017","%","0.2684","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2000","2000","%","0","Fc","Calculated data"
"EM","Emissions shares","100","India","7179","Share of  total F-gases emissions","6822","Agricultural land use","2001","2001","%","0","Fc","Calculated data"
